TYPE,COMPANY,ZONE,STATION,VOLTAGE,NAME,LONG NAME
XFMR,AE,AE,BRIDGEPO,230 KV,T2,BRIDGEPO T2       XFORMER
XFMR,AE,AE,CARDIFF,230 KV,CARD #1,CARDIFF TRAN 1
XFMR,AE,AE,CARDIFF,230 KV,CARD #2,CARDIFF TRAN 2
XFMR,AE,AE,CARDIFF,230 KV,T6,CARDIFF  T6       XFORMER
XFMR,AE,AE,CARDIFF,230 KV,T7,CARDIFF T7 XFORMER
XFMR,AE,AE,CEDAR,230 KV,CEDAR T8,CEDAR    CEDAR T8 XFORMER
XFMR,AE,AE,CEDAR,230 KV,CEDAR T9,CEDAR    CEDAR T9 XFORMER
XFMR,AE,AE,CHAMBERS,230 KV,GSU1,CHAMBERS GSU1     XFORMER
XFMR,AE,AE,CHURCHTO,230 KV,CRCH #1,CHURCHTO CRCH #1  XFORMER
XFMR,AE,AE,CHURCHTO,230 KV,T3,CHURCHTO T3 XFORMER
XFMR,AE,AE,CHURCHTO,230 KV,T4,CHURCHTO T4 XFORMER
XFMR,AE,AE,CORSON,138 KV,CORS #1,CORSON   CORS #1  XFORMER
XFMR,AE,AE,CORSON,138 KV,CORS #2,CORSON   CORS #2  XFORMER
XFMR,AE,AE,CROWNPNT,230 KV,GSU 1,CROWNPNT GSU 1    XFORMER
XFMR,AE,AE,CROWNPNT,230 KV,GSU 2,CROWNPNT GSU 2    XFORMER
XFMR,AE,AE,CROWNPNT,230 KV,GSU ST1,CROWNPNT GSU ST1  XFORMER
XFMR,AE,AE,CUMB AE,138 KV,GSU1,CUMB AE  GSU1     XFORMER
XFMR,AE,AE,CUMB AE,230 KV,CUMB #2,CUMB AE  CUMB #2  XFORMER
XFMR,AE,AE,CUMB AE,230 KV,GSU,CUMB AE  GSU      XFORMER
XFMR,AE,AE,CUMB AE,230 KV,T3,CUMB AE  T3       XFORMER
XFMR,AE,AE,DENNIS,230 KV,T2,DENNIS T2 TRASNFORMER
XFMR,AE,AE,DENNIS,230 KV,T3,DENNIS T3 XFORMER
XFMR,AE,AE,ENGLAND,138 KV,ENG #2,ENGLAND  ENG #2   XFORMER
XFMR,AE,AE,ENGLAND,138 KV,ENG #3,ENGLAND  ENG #3   XFORMER
XFMR,AE,AE,ENGLAND,138 KV,TRAN A,ENGLAND  TRAN A  XFORMER
XFMR,AE,AE,ENGLAND,138 KV,TRAN B,ENGLAND  TRAN B  XFORMER
XFMR,AE,AE,HIGBEE,69 KV,T1,HIGBEE   T1       XFORMER
XFMR,AE,AE,HIGBEE,69 KV,T2,HIGBEE   T2       XFORMER
XFMR,AE,AE,HURON,69 KV,GSU,HURON    GSU      XFORMER
XFMR,AE,AE,LEWIS,138 KV,LEW #1,LEWIS    LEW #1   XFORMER
XFMR,AE,AE,LEWIS,138 KV,LEW #2,LEWIS    LEW #2   XFORMER
XFMR,AE,AE,LEWIS,138 KV,LEW #3,LEWIS    LEW #3   XFORMER
XFMR,AE,AE,LINCOLN3,69 KV,GSU,LINCOLN3 GSU XFORMER
XFMR,AE,AE,MICKLETO,230 KV,MICK #1,MICKLETO MICK #1  XFORMER
XFMR,AE,AE,MICKLETO,230 KV,MICK #4,MICKLETO MICK #4  XFORMER
XFMR,AE,AE,MIDD AE,138 KV,MID #3,MIDD AE  MID #3   XFORMER
XFMR,AE,AE,MIDD AE,138 KV,MID #4,MIDD AE  MID #4   XFORMER
XFMR,AE,AE,MILL,138 KV,MILL #1,MILL MILL #1 XFORMER
XFMR,AE,AE,MONR AE,230 KV,MON #3,MONR AE  MON #3   XFORMER
XFMR,AE,AE,MONR AE,230 KV,MON #4,MONR AE  MON #4   XFORMER
XFMR,AE,AE,MONR AE,230 KV,MON #5,MONR AE  MON #5   XFORMER
XFMR,AE,AE,MONR AE,230 KV,MON #6,MONR AE  MON #6   XFORMER
XFMR,AE,AE,ORCHARD,500 KV,T1,ORCHARD  T1       XFORMER
XFMR,AE,AE,PEDRICKT,230 KV,GSU1,PEDRICKT GSU1     XFORMER
XFMR,AE,AE,PEDRICKT,230 KV,GSU2,PEDRICKT GSU2     XFORMER
XFMR,AE,AE,SHERMAN,138 KV,GSU1,SHERMAN  GSU1     XFORMER
XFMR,AE,AE,SHERMAN,138 KV,SHER #2,SHERMAN  SHER #2  XFORMER
XFMR,AE,AE,SHERMAN,138 KV,SHER #3,SHERMAN  SHER #3  XFORMER
XFMR,AE,AE,SICKLER,230 KV,SICK #1,SICKLER  SICK #1  XFORMER
XFMR,AE,AE,SICKLER,230 KV,SICK #2,SICKLER  SICK #2  XFORMER
XFMR,AE,AE,SILVERLA,230 KV,SILV #2,SILVERLA SILV #2  XFORMER
XFMR,AE,AE,VINELAND,69 KV,GSU,VINELAND GSU      XFORMER
XFMR,AE,AE,VINELAND,69 KV,LDXFMR,VINELAND LDXFMR   XFORMER
XFMR,AEP,AEP-AP,AMOS,138 KV,7-S,AMOS     7-S      XFORMER
XFMR,AEP,AEP-AP,AMOS,138 KV,8-S,AMOS     8-S      XFORMER
XFMR,AEP,AEP-AP,AMOS,34 KV,5-T,AMOS     5-T      XFORMER
XFMR,AEP,AEP-AP,AMOS,34 KV,7-T,AMOS     7-T      XFORMER
XFMR,AEP,AEP-AP,AMOS,34 KV,8-T,AMOS     8-T      XFORMER
XFMR,AEP,AEP-AP,AMOS,345 KV,5-S,AMOS     5-S      XFORMER
XFMR,AEP,AEP-AP,AMOS,345 KV,7-P,AMOS     7-P      XFORMER
XFMR,AEP,AEP-AP,AMOS,345 KV,8-P,AMOS     8-P      XFORMER
XFMR,AEP,AEP-AP,AMOS,345 KV,GSU2,AMOS     GSU2     XFORMER
XFMR,AEP,AEP-AP,AMOS,765 KV,5-P,AMOS     5-P      XFORMER
XFMR,AEP,AEP-AP,AMOS,765 KV,6,AMOS     6        XFORMER
XFMR,AEP,AEP-AP,AMOS,765 KV,GSU1,AMOS     GSU1     XFORMER
XFMR,AEP,AEP-AP,AMOS,765 KV,GSU3,AMOS     GSU3     XFORMER
XFMR,AEP,AEP-AP,AXTONAEP,765 KV,.  1,AXTONAEP .  1     XFORMER
XFMR,AEP,AEP-AP,BANCROFT,138 KV,1,BANCROFT 1        XFORMER
XFMR,AEP,AEP-AP,BEARWALO,138 KV,T1,BEARWALO T1 XFORMER
XFMR,AEP,AEP-AP,BRADLEY,138 KV,1-P,BRADLEY  1-P      XFORMER
XFMR,AEP,AEP-AP,BRADLEY,46 KV,1-T,BRADLEY  1-T      XFORMER
XFMR,AEP,AEP-AP,BRADLEY,69 KV,1-S,BRADLEY  1-S      XFORMER
XFMR,AEP,AEP-AP,BROADFO2,765 KV,.  1,BROADFO2 .  1     XFORMER
XFMR,AEP,AEP-AP,BROADFO2,765 KV,.  4,BROADFO2 .  4  XFORMER TIE
XFMR,AEP,AEP-AP,BRUES,138 KV,TX4,BRUES    TX4      XFORMER
XFMR,AEP,AEP-AP,BRUES,138 KV,TX5,BRUES    TX5      XFORMER
XFMR,AEP,AEP-AP,BULLITST,138 KV,TR3,BULLITST TR3 XFORMER
XFMR,AEP,AEP-AP,BYLLESBY,69 KV,1,BYLLESBY 1        XFORMER
XFMR,AEP,AEP-AP,CABINCRE,138 KV,.  8,CABINCRE .  8     XFORMER
XFMR,AEP,AEP-AP,CABINCRE,138 KV,.  9,CABINCRE .  9     XFORMER
XFMR,AEP,AEP-AP,CAPITOLH,138 KV,1-P,CAPITOLH 1-P      XFORMER
XFMR,AEP,AEP-AP,CAPITOLH,138 KV,2,CAPITOLH 2        XFORMER
XFMR,AEP,AEP-AP,CAPITOLH,138 KV,TR4,CAPITOLH TR4 XFORMER
XFMR,AEP,AEP-AP,CAPITOLH,46 KV,1-T,CAPITOLH 1-T      XFORMER
XFMR,AEP,AEP-AP,CAPITOLH,69 KV,1-S,CAPITOLH 1-S      XFORMER
XFMR,AEP,AEP-AP,CARBOND2,138 KV,1-P,CARBOND2 1-P      XFORMER
XFMR,AEP,AEP-AP,CARBOND2,46 KV,1-T,CARBOND2 1-T      XFORMER
XFMR,AEP,AEP-AP,CARBOND2,69 KV,1-S,CARBOND2 1-S      XFORMER
XFMR,AEP,AEP-AP,CATAWBA,138 KV,1-P,CATAWBA  1-P      XFORMER
XFMR,AEP,AEP-AP,CATAWBA,138 KV,2,CATAWBA  2        XFORMER
XFMR,AEP,AEP-AP,CATAWBA,34 KV,1-T,CATAWBA  1-T      XFORMER
XFMR,AEP,AEP-AP,CATAWBA,69 KV,1-S,CATAWBA  1-S      XFORMER
XFMR,AEP,AEP-AP,CENTRVIL,138 KV,1-P,CENTRVIL 1-P      XFORMER
XFMR,AEP,AEP-AP,CENTRVIL,69 KV,1-S,CENTRVIL 1-S      XFORMER
XFMR,AEP,AEP-AP,CHEMICAL,138 KV,.  1,CHEMICAL .  1     XFORMER
XFMR,AEP,AEP-AP,CHEMICAL,138 KV,.  2,CHEMICAL .  2     XFORMER
XFMR,AEP,AEP-AP,CHEMICAL,138 KV,.  4,CHEMICAL .  4     XFORMER
XFMR,AEP,AEP-AP,CHEMICAL,138 KV,.  6,CHEMICAL .  6     XFORMER
XFMR,AEP,AEP-AP,CHESTER2,138 KV,1-P,CHESTER2 1-P      XFORMER
XFMR,AEP,AEP-AP,CHESTER2,46 KV,1-T,CHESTER2 1-T      XFORMER
XFMR,AEP,AEP-AP,CHESTER2,69 KV,1-S,CHESTER2 1-S      XFORMER
XFMR,AEP,AEP-AP,CLAYTOR,138 KV,.  1,CLAYTOR  .  1     XFORMER
XFMR,AEP,AEP-AP,CLAYTOR,138 KV,.  2,CLAYTOR  .  2     XFORMER
XFMR,AEP,AEP-AP,CLINCHFI,138 KV,1-T,CLINCHFI 1-T      XFORMER
XFMR,AEP,AEP-AP,CLINCHRI,138 KV,GSU1,CLINCHRI GSU1     XFORMER
XFMR,AEP,AEP-AP,CLINCHRI,138 KV,GSU2,CLINCHRI GSU2     XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,138 KV,T18,CLOVERD2 T18 XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,345 KV,11A,CLOVERD2 11A      XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,345 KV,11B,CLOVERD2 11B      XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,345 KV,3,CLOVERD2 3        XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,500 KV,T15,CLOVERD2 T15 XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,500 KV,T16,CLOVERD2 T16 XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,765 KV,. 10,CLOVERD2 . 10     XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,765 KV,T14,CLOVERD2 T14 XFORMER
XFMR,AEP,AEP-AP,CLOVERD2,765 KV,T17,CLOVERD2 T17 XFORMER
XFMR,AEP,AEP-AP,CONSTELL,13.8 KV,1-S,CONSTELL 1-S XFORMER
XFMR,AEP,AEP-AP,CONSTELL,13.8 KV,1-T,CONSTELL 1-T XFORMER
XFMR,AEP,AEP-AP,CONSTELL,13.8 KV,3-S,CONSTELL 3-S XFORMER
XFMR,AEP,AEP-AP,CONSTELL,13.8 KV,3-T,CONSTELL 3-T XFORMER
XFMR,AEP,AEP-AP,CONSTELL,138 KV,1-P,CONSTELL 1-P XFORMER
XFMR,AEP,AEP-AP,CONSTELL,138 KV,3-P,CONSTELL 3-P XFORMER
XFMR,AEP,AEP-AP,CONSTELL,138 KV,GSU3,CONSTELL GSU3     XFORMER
XFMR,AEP,AEP-AP,DANVILLE,12 KV,1T,DANVILLE 1T XFORMER
XFMR,AEP,AEP-AP,DANVILLE,138 KV,1-P,DANVILLE 1-P      XFORMER
XFMR,AEP,AEP-AP,DANVILLE,69 KV,1-S,DANVILLE 1-S      XFORMER
XFMR,AEP,AEP-AP,DARRAH,138 KV,2-P,DARRAH   2-P      XFORMER
XFMR,AEP,AEP-AP,DARRAH,34 KV,2-T,DARRAH   2-T      XFORMER
XFMR,AEP,AEP-AP,DARRAH,69 KV,2-S,DARRAH   2-S      XFORMER
XFMR,AEP,AEP-AP,EDANVILL,12 KV,1-T,EDANVILL 1-T XFORMER
XFMR,AEP,AEP-AP,EDANVILL,138 KV,1-P,EDANVILL 1-P XFORMER
XFMR,AEP,AEP-AP,EDANVILL,230 KV,4,EDANVILL 4        XFORMER
XFMR,AEP,AEP-AP,EDANVILL,230 KV,5,EDANVILL 5        XFORMER
XFMR,AEP,AEP-AP,EDANVILL,69 KV,1-S,EDANVILL 1-S XFORMER
XFMR,AEP,AEP-AP,ELYNCHBU,138 KV,T1-P,ELYNCHBU T1-P XFORMER
XFMR,AEP,AEP-AP,ELYNCHBU,34.5 KV,T1-T,ELYNCHBU T1-T XFORMER
XFMR,AEP,AEP-AP,ELYNCHBU,69 KV,T1-S,ELYNCHBU T1-S XFORMER
XFMR,AEP,AEP-AP,FIELDALE,138 KV,.  4,FIELDALE .  4     XFORMER
XFMR,AEP,AEP-AP,FIELDALE,138 KV,1,FIELDALE 1        XFORMER
XFMR,AEP,AEP-AP,FIELDALE,138 KV,3-P,FIELDALE 3-P      XFORMER
XFMR,AEP,AEP-AP,FIELDALE,138 KV,T8,FIELDALE T8 XFORMER
XFMR,AEP,AEP-AP,FIELDALE,138 KV,T9,FIELDALE T9 XFORMER
XFMR,AEP,AEP-AP,FIELDALE,34 KV,3-T,FIELDALE 3-T      XFORMER
XFMR,AEP,AEP-AP,FIELDALE,69 KV,3-S,FIELDALE 3-S      XFORMER
XFMR,AEP,AEP-AP,FLOYD,138 KV,2-P,FLOYD 2-P XFORMER
XFMR,AEP,AEP-AP,FLOYD,34.5 KV,2-T,FLOYD 2-T XFORMER
XFMR,AEP,AEP-AP,FLOYD,69 KV,2-S,FLOYD 2-S XFORMER
XFMR,AEP,AEP-AP,FORTROBI,138 KV,1-P,FORTROBI 1-P XFORMER
XFMR,AEP,AEP-AP,FORTROBI,34.5 KV,1-T,FORTROBI 1-T XFORMER
XFMR,AEP,AEP-AP,FORTROBI,69 KV,1-S,FORTROBI 1-S XFORMER
XFMR,AEP,AEP-AP,FREMONT,138 KV,1-T,FREMONT  1-T      XFORMER
XFMR,AEP,AEP-AP,FREMONT,138 KV,2-T,FREMONT  2-T      XFORMER
XFMR,AEP,AEP-AP,FRIES,69 KV,GSU,FRIES GSU XFORMER
XFMR,AEP,AEP-AP,GARDENCR,138 KV,XF-T1,GARDENCR XF-T1 XFORMER
XFMR,AEP,AEP-AP,HALESBRA,12 KV,T-1,HALESBRA T-1  XFORMER
XFMR,AEP,AEP-AP,HALESBRA,138 KV,P-1,HALESBRA P-1  XFORMER
XFMR,AEP,AEP-AP,HALESBRA,69 KV,S-1,HALESBRA S-1  XFORMER
XFMR,AEP,AEP-AP,HANCOCK,138 KV,1-P,HANCOCK  1-P      XFORMER
XFMR,AEP,AEP-AP,HANCOCK,138 KV,2,HANCOCK  2        XFORMER
XFMR,AEP,AEP-AP,HANCOCK,34 KV,.  3,HANCOCK  .  3     XFORMER
XFMR,AEP,AEP-AP,HANCOCK,34 KV,1-T,HANCOCK  1-T      XFORMER
XFMR,AEP,AEP-AP,HANCOCK,34 KV,CHOKE3,HANCOCK  CHOKE3   XFORMER
XFMR,AEP,AEP-AP,HANCOCK,69 KV,1-S,HANCOCK  1-S      XFORMER
XFMR,AEP,AEP-AP,HILL_AEP,138 KV,TR1,HILL_AEP TR1 XFORMER
XFMR,AEP,AEP-AP,HOLSTON,138 KV,T1-XF,HOLSTON  T1-XF    XFORMER
XFMR,AEP,AEP-AP,HOLSTON,138 KV,T5-XF,HOLSTON  T5-XF    XFORMER
XFMR,AEP,AEP-AP,HUNTINCT,138 KV,1-P,HUNTINCT 1-P      XFORMER
XFMR,AEP,AEP-AP,HUNTINCT,34 KV,1-T,HUNTINCT 1-T      XFORMER
XFMR,AEP,AEP-AP,HUNTINCT,69 KV,1-S,HUNTINCT 1-S      XFORMER
XFMR,AEP,AEP-AP,JACKSONS,765 KV,.  1,JACKSONS .  1     XFORMER
XFMR,AEP,AEP-AP,JACKSONS,765 KV,.  2,JACKSONS .  2     XFORMER
XFMR,AEP,AEP-AP,JACKSONS,765 KV,XF3,JACKSONS XF3 XFORMER
XFMR,AEP,AEP-AP,JOSHUAF2,765 KV,.  1,JOSHUAF2 .  1     XFORMER
XFMR,AEP,AEP-AP,JUBALEAR,138 KV,.  1,JUBALEAR .  1     XFORMER
XFMR,AEP,AEP-AP,KAMMER2,138 KV,GSUKM1,KAMMER2  GSUKM1   XFORMER
XFMR,AEP,AEP-AP,KAMMER2,138 KV,TX4,KAMMER2  TX4      XFORMER
XFMR,AEP,AEP-AP,KAMMER2,345 KV,.400-S,KAMMER2  .400-S  XF
XFMR,AEP,AEP-AP,KAMMER2,345 KV,GSU2,KAMMER2  GSU2     XFORMER
XFMR,AEP,AEP-AP,KAMMER2,345 KV,TR300,KAMMER2 TR300 XFORMER
XFMR,AEP,AEP-AP,KAMMER2,345 KV,TR301,KAMMER2  TR301    XFORMER
XFMR,AEP,AEP-AP,KAMMER2,345 KV,TR302,KAMMER2  TR302    XFORMER
XFMR,AEP,AEP-AP,KAMMER2,345 KV,TR303,KAMMER2 TR303 XFORMER
XFMR,AEP,AEP-AP,KAMMER2,765 KV,0.2,KAMMER2 .200 XFMR
XFMR,AEP,AEP-AP,KAMMER2,765 KV,.400-P,KAMMER2  .400-P  XF
XFMR,AEP,AEP-AP,KAMMER2,765 KV,GSU1,KAMMER2  GSU1     XFORMER
XFMR,AEP,AEP-AP,KANAWHAR,138 KV,.  1,KANAWHAR .  1     GSU XFMR
XFMR,AEP,AEP-AP,KANAWHAR,138 KV,.  2,KANAWHAR .  2     GSU XFMR
XFMR,AEP,AEP-AP,KANAWHAR,345 KV,.  B,KANAWHAR .  B     XFORMER
XFMR,AEP,AEP-AP,KANAWHAR,345 KV,A,KANAWHAR A XFORMER
XFMR,AEP,AEP-AP,KENOVA,138 KV,8,KENOVA   8        XFORMER
XFMR,AEP,AEP-AP,KINCAIDA,138 KV,1-P,KINCAIDA 1-P      XFORMER
XFMR,AEP,AEP-AP,KINCAIDA,46 KV,1-T,KINCAIDA 1-T      XFORMER
XFMR,AEP,AEP-AP,KINCAIDA,69 KV,1-S,KINCAIDA 1-S      XFORMER
XFMR,AEP,AEP-AP,LAKIN,138 KV,1,LAKIN    1        XFORMER
XFMR,AEP,AEP-AP,LEESVILL,138 KV,.  1,LEESVILL .  1     GSU XFMR
XFMR,AEP,AEP-AP,LONDON,46 KV,1,LONDON   1        XFORMER
XFMR,AEP,AEP-AP,LONDON,46 KV,2,LONDON   2        XFORMER
XFMR,AEP,AEP-AP,LOONEYCR,138 KV,XF-T1,LOONEYCR XF-T1 XFORMER
XFMR,AEP,AEP-AP,MARMET,46 KV,1,MARMET   1        XFORMER
XFMR,AEP,AEP-AP,MARMET,46 KV,2,MARMET   2        XFORMER
XFMR,AEP,AEP-AP,MARTINSV,138 KV,1,MARTINSV 1        XFORMER
XFMR,AEP,AEP-AP,MARTINSV,138 KV,2AB,MARTINSV 2AB      XFORMER
XFMR,AEP,AEP-AP,MARTINSV,138 KV,3,MARTINSV 3        XFORMER
XFMR,AEP,AEP-AP,MATTFUN2,345 KV,.  1,MATTFUN2 .  1     XFORMER
XFMR,AEP,AEP-AP,MATTFUN2,345 KV,.  2,MATTFUN2 .  2     XFORMER
XFMR,AEP,AEP-AP,MILTON2,138 KV,T3,MILTON2 T3 XFORMER
XFMR,AEP,AEP-AP,MOLLYCRK,138 KV,T1,MOLLYCRK T1 XFORMER
XFMR,AEP,AEP-AP,MOSELEY,12 KV,1-T,MOSELEY  1-T      XFORMER
XFMR,AEP,AEP-AP,MOSELEY,138 KV,1-P,MOSELEY  1-P      XFORMER
XFMR,AEP,AEP-AP,MOSELEY,138 KV,2,MOSELEY  2        XFORMER
XFMR,AEP,AEP-AP,MOSELEY,69 KV,1-S,MOSELEY  1-S      XFORMER
XFMR,AEP,AEP-AP,MOUNTAIN,765 KV,GSU1,MOUNTAIN GSU1     XFORMER
XFMR,AEP,AEP-AP,MOUNTAIN,765 KV,T2,MOUNTAIN T2 XFORMER
XFMR,AEP,AEP-AP,MTUNION,138 KV,T3,MTUNION T3 XFORMER
XFMR,AEP,AEP-AP,NAGELAEP,500 KV,.  3,NAGELAEP .  3     XFORMER
XFMR,AEP,AEP-AP,NAGELAEP,500 KV,5,NAGELAEP 5        XFORMER
XFMR,AEP,AEP-AP,NAGELAEP,500 KV,T1,NAGELAEP T1 XFORMER
XFMR,AEP,AEP-AP,NATRIUM2,138 KV,TX1,NATRIUM2 TX1      XFORMER
XFMR,AEP,AEP-AP,NATRIUM2,138 KV,TX2,NATRIUM2 TX2      XFORMER
XFMR,AEP,AEP-AP,NIAGARA2,12 KV,.  1,NIAGARA2 .  1     XFORMER
XFMR,AEP,AEP-AP,NUTTALL,138 KV,TR2,NUTTALL TR2 XFORMER
XFMR,AEP,AEP-AP,OPOSSUMC,138 KV,GSU1,OPOSSUMC GSU1 XFORMER
XFMR,AEP,AEP-AP,OPOSSUMC,138 KV,GSU2,OPOSSUMC GSU2 XFORMER
XFMR,AEP,AEP-AP,PEAKSVIE,138 KV,T1-P,PEAKSVIE T1-P XFORMER
XFMR,AEP,AEP-AP,PEAKSVIE,34 KV,T1-T,PEAKSVIE T1-T XFORMER
XFMR,AEP,AEP-AP,PEAKSVIE,69 KV,T1-S,PEAKSVIE T1-S XFORMER
XFMR,AEP,AEP-AP,QUINWOOD,138 KV,T1,QUINWOOD T1 XFORMER
XFMR,AEP,AEP-AP,QUINWOOD,138 KV,T2,QUINWOOD T2 XFORMER
XFMR,AEP,AEP-AP,REEDYCRE,138 KV,1-P,REEDYCRE 1-P XFORMER
XFMR,AEP,AEP-AP,REEDYCRE,34.5 KV,1-T,REEDYCRE 1-T XFORMER
XFMR,AEP,AEP-AP,REEDYCRE,69 KV,1-S,REEDYCRE 1-S XFORMER
XFMR,AEP,AEP-AP,REUSENS,138 KV,.  4,REUSENS  .  4     XFORMER
XFMR,AEP,AEP-AP,REUSENS,138 KV,1,REUSENS  1        GSU XFMR
XFMR,AEP,AEP-AP,REUSENS,138 KV,2,REUSENS  2        XFORMER
XFMR,AEP,AEP-AP,REUSENS,34 KV,.  3,REUSENS  .  3    GSU XFMR
XFMR,AEP,AEP-AP,RICHLAND,138 KV,2,RICHLAND 2        XFORMER
XFMR,AEP,AEP-AP,RICHLAND,138 KV,TR3,RICHLAND TR3 XFORMER
XFMR,AEP,AEP-AP,RIDGEWAY,138 KV,TR2,RIDGEWAY TR2 XFORMER
XFMR,AEP,AEP-AP,RIGIS,138 KV,TR1,RIGIS TR1 XFORMER
XFMR,AEP,AEP-AP,RIPLEY,138 KV,T3,RIPLEY T3 XFORMER
XFMR,AEP,AEP-AP,ROANOKE,138 KV,1,ROANOKE  1        XFORMER
XFMR,AEP,AEP-AP,ROANOKE,138 KV,5,ROANOKE  5        XFORMER
XFMR,AEP,AEP-AP,SBUFFALO,138 KV,TR1,SBUFFALO TR1      XFORMER
XFMR,AEP,AEP-AP,SBUFFALO,138 KV,TR2,SBUFFALO TR2      XFORMER
XFMR,AEP,AEP-AP,SBUFFALO,138 KV,TR3,SBUFFALO TR3      XFORMER
XFMR,AEP,AEP-AP,SBUFFALO,138 KV,TR4,SBUFFALO TR4      XFORMER
XFMR,AEP,AEP-AP,SKEGGSBR,138 KV,XF-T1,SKEGGSBR XF-T1 XFORMER
XFMR,AEP,AEP-AP,SKIMMER,115 KV,1,SKIMMER  1        XFORMER
XFMR,AEP,AEP-AP,SKIMMER,115 KV,2,SKIMMER  2        XFORMER
XFMR,AEP,AEP-AP,SLYNCHBU,138 KV,1-P,SLYNCHBU 1-P      XFORMER
XFMR,AEP,AEP-AP,SLYNCHBU,34 KV,1-T,SLYNCHBU 1-T      XFORMER
XFMR,AEP,AEP-AP,SLYNCHBU,69 KV,1-S,SLYNCHBU 1-S      XFORMER
XFMR,AEP,AEP-AP,SMITHMOU,138 KV,GSU1,SMITHMOU GSU1     XFORMER
XFMR,AEP,AEP-AP,SMITHMOU,138 KV,GSU2,SMITHMOU GSU2     XFORMER
XFMR,AEP,AEP-AP,SMITHMOU,138 KV,GSU3,SMITHMOU GSU3     XFORMER
XFMR,AEP,AEP-AP,SMITHMOU,138 KV,GSU4,SMITHMOU GSU4     XFORMER
XFMR,AEP,AEP-AP,SMITHMOU,138 KV,GSU5,SMITHMOU GSU5     XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,13.2 KV,4-T,SPORNAEP 4-T XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,13.2 KV,B-T,SPORNAEP B-T XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,138 KV,4-S,SPORNAEP 4-S XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,138 KV,B-S,SPORNAEP B-S XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,138 KV,GSU1A,SPORNAEP GSU1A    XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,345 KV,.  3,SPORNAEP .  3     XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,345 KV,4-P,SPORNAEP 4-P XFORMER
XFMR,AEP,AEP-AP,SPORNAEP,345 KV,B-P,SPORNAEP B-P XFORMER
XFMR,AEP,AEP-AP,STOCKTO2,138 KV,GSU,STOCKTO2 GSU XFORMER
XFMR,AEP,AEP-AP,TRISTATE,345 KV,1,TRISTATE 1        XFORMER
XFMR,AEP,AEP-AP,TRISTATE,345 KV,2,TRISTATE 2        XFORMER
XFMR,AEP,AEP-AP,TRISTATE,345 KV,3,TRISTATE 3        XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,13 KV,12-S,TWELVEPO 12-S     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,13 KV,12-T,TWELVEPO 12-T     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,13 KV,34-S,TWELVEPO 34-S     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,13 KV,34-T,TWELVEPO 34-T     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,13 KV,56-S,TWELVEPO 56-S     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,13 KV,56-T,TWELVEPO 56-T     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,138 KV,12-P,TWELVEPO 12-P     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,138 KV,34-P,TWELVEPO 34-P     XFORMER
XFMR,AEP,AEP-AP,TWELVEPO,138 KV,56-P,TWELVEPO 56-P     XFORMER
XFMR,AEP,AEP-AP,VIRGINIA,138 KV,LOADXFMR,VIRGINIA LOADXFMR XFORMER
XFMR,AEP,AEP-AP,VIRGINIA,138 KV,VACTYGSU,VIRGINIA VACTYGSU XFORMER
XFMR,AEP,AEP-AP,WBASSETT,138 KV,1-P,WBASSETT 1-P XFORMER
XFMR,AEP,AEP-AP,WBASSETT,34.5 KV,1-T,WBASSETT 1-T XFORMER
XFMR,AEP,AEP-AP,WBASSETT,69 KV,1-S,WBASSETT 1-S XFORMER
XFMR,AEP,AEP-AP,WHUNTING,138 KV,.  4,WHUNTING .  4     XFORMER
XFMR,AEP,AEP-AP,WHUNTING,138 KV,1-P,WHUNTING 1-P      XFORMER
XFMR,AEP,AEP-AP,WHUNTING,34 KV,1-T,WHUNTING 1-T      XFORMER
XFMR,AEP,AEP-AP,WHUNTING,69 KV,1-S,WHUNTING 1-S      XFORMER
XFMR,AEP,AEP-AP,WINFIELD,69 KV,.  1,WINFIELD .  1     XFORMER
XFMR,AEP,AEP-AP,WKINGSPO,138 KV,1TR,WKINGSPO 1TR      XFORMER
XFMR,AEP,AEP-AP,WOLFGLAD,138 KV,T3,WOLFGLAD T3 XFORMER
